id,generic_name,form,dosage,available,sale_type,price_tnd,lang
MED04455,Nystatin,Crème,5 mg,Oui,Avec ordonnance,60.27,fr
MED04155,Spironolactone,Solution buvable,100 µg/dose,Non,Avec ordonnance,60.45,fr
MED04240,Diclofenac,Suspension orale,300 mg,Non,Avec ordonnance,48.19,fr
MED04869,Cetirizine,Gélule,300 mg,Oui,Sans ordonnance,46.02,fr
MED00331,Spironolactone,Comprimé,1000 mg,Oui,Avec ordonnance,6.18,fr
MED02058,NPH insulin,Injectable,400 mg,Oui,Avec ordonnance,58.15,fr
MED02647,Zinc,Comprimé,10 mg,Oui,Avec ordonnance,63.0,fr
MED02192,Ciprofloxacin,Solution buvable,5 mg,Oui,Avec ordonnance,38.02,fr
MED00623,Escitalopram,Crème,1 %,Oui,Avec ordonnance,22.4,fr
MED01596,Atorvastatin,Comprimé,5 mg/ml,Oui,Avec ordonnance,2.36,fr
MED02916,Nystatin,Pommade,1 %,Non,Avec ordonnance,35.18,fr
MED04822,Ranitidine,Pommade,2 %,Oui,Avec ordonnance,38.9,fr
MED03899,Cetirizine,Solution buvable,5 mg,Oui,Avec ordonnance,53.02,fr
MED01920,Sertraline,Pommade,40 mg,Oui,Avec ordonnance,49.3,fr
MED04174,Acetylsalicylic acid,Inhalateur,250 mg,Oui,Sans ordonnance,95.25,fr
MED04478,Prednisone,Inhalateur,5 mg/ml,Oui,Avec ordonnance,72.53,fr
MED00756,Furosemide,Sirop,5 mg/ml,Non,Avec ordonnance,36.27,fr
MED00519,Zinc,Sirop,2 %,Non,Sans ordonnance,12.75,fr
MED03804,Iron (ferrous),Solution buvable,5 mg/ml,Non,Avec ordonnance,42.52,fr
MED00033,Hydrocortisone,Pommade,100 mg,Oui,Avec ordonnance,12.94,fr
MED02938,Folic acid,Inhalateur,10 mg,Oui,Sans ordonnance,2.95,fr
MED01158,Acetylsalicylic acid,Crème,5 mg,Non,Avec ordonnance,7.0,fr
MED00745,Nystatin,Sirop,100 µg/dose,Non,Sans ordonnance,4.55,fr
MED01498,Rapid-acting insulin,Comprimé,500 mg,Non,Avec ordonnance,40.82,fr
MED03460,Amoxicillin,Gélule,300 mg,Non,Avec ordonnance,39.56,fr
MED03756,Vitamin D3,Solution buvable,400 mg,Non,Sans ordonnance,11.6,fr
MED02592,Prednisone,Suspension orale,850 mg,Non,Avec ordonnance,26.74,fr
MED00784,Amoxicillin,Crème,10 mg,Oui,Avec ordonnance,16.08,fr
MED03494,Sertraline,Inhalateur,100 µg/dose,Oui,Avec ordonnance,10.02,fr
MED02950,Naproxen,Pommade,20 mg,Oui,Sans ordonnance,23.76,fr
MED00230,Ramipril,Sirop,250 mg,Non,Avec ordonnance,54.93,fr
MED00858,Prednisone,Injectable,1000 mg,Oui,Avec ordonnance,63.6,fr
MED02267,Pantoprazole,Gélule,850 mg,Oui,Avec ordonnance,6.59,fr
MED04275,Escitalopram,Crème,5 mg/ml,Non,Avec ordonnance,53.75,fr
MED00409,Zinc,Gélule,20 mg,Oui,Avec ordonnance,37.94,fr
MED00171,Diclofenac,Suspension orale,300 mg,Oui,Avec ordonnance,24.91,fr
MED00541,Escitalopram,Sirop,1000 mg,Oui,Avec ordonnance,7.25,fr
MED02211,Sertraline,Suspension orale,20 mg,Non,Avec ordonnance,53.57,fr
MED02305,Spironolactone,Suspension orale,5 mg/ml,Non,Avec ordonnance,48.71,fr
MED02568,Montelukast,Comprimé,250 mg,Non,Sans ordonnance,47.02,fr
MED00614,Amoxicillin,Solution buvable,20 mg,Oui,Avec ordonnance,4.27,fr
MED02102,Ranitidine,Comprimé,100 mg,Oui,Sans ordonnance,28.44,fr
MED01809,Iron (ferrous),Suspension orale,300 mg,Non,Avec ordonnance,18.52,fr
MED03439,Cetirizine,Pommade,1000 mg,Oui,Sans ordonnance,6.16,fr
MED01162,Zinc,Gélule,40 mg,Oui,Avec ordonnance,44.57,fr
MED04226,Metformin,Injectable,40 mg,Non,Avec ordonnance,40.2,fr
MED03120,Bromhexine,Injectable,400 mg,Non,Sans ordonnance,57.46,fr
MED03653,Propranolol,Solution buvable,20 mg,Oui,Avec ordonnance,44.28,fr
MED01611,Montelukast,Gélule,1 %,Oui,Avec ordonnance,43.49,fr
MED01933,Paracetamol,Pommade,850 mg,Non,Avec ordonnance,56.08,fr
MED03028,Ranitidine,Comprimé,5 mg,Non,Sans ordonnance,17.74,fr
MED00565,Ambroxol,Inhalateur,850 mg,Oui,Avec ordonnance,7.95,fr
MED03572,Acetylsalicylic acid,Sirop,5 mg,Oui,Sans ordonnance,55.5,fr
MED04248,Diazepam,Pommade,500 mg,Non,Avec ordonnance,25.04,fr
MED02389,Fluoxetine,Inhalateur,5 mg/ml,Oui,Avec ordonnance,32.06,fr
MED01472,Folic acid,Injectable,250 mg,Non,Avec ordonnance,37.53,fr
MED02631,Montelukast,Inhalateur,20 mg,Oui,Avec ordonnance,59.03,fr
MED01836,Guaifenesin,Comprimé,250 mg,Non,Sans ordonnance,17.31,fr
MED04929,Naproxen,Crème,850 mg,Non,Avec ordonnance,31.8,fr
MED03476,Omeprazole,Solution buvable,5 mg,Non,Sans ordonnance,58.63,fr
MED01534,Diclofenac,Injectable,300 mg,Non,Avec ordonnance,9.35,fr
MED04328,Guaifenesin,Solution buvable,5 mg/ml,Non,Sans ordonnance,26.93,fr
MED02485,Ciprofloxacin,Pommade,1 %,Non,Avec ordonnance,9.12,fr
MED04208,Atorvastatin,Comprimé,40 mg,Non,Avec ordonnance,61.06,fr
MED01173,Sertraline,Crème,40 mg,Oui,Avec ordonnance,15.61,fr
MED01428,Rosuvastatin,Crème,200 mg,Oui,Avec ordonnance,32.58,fr
MED00326,Propranolol,Pommade,1 %,Non,Avec ordonnance,24.24,fr
MED01052,Aciclovir,Crème,500 mg,Non,Avec ordonnance,18.53,fr
MED03320,Rapid-acting insulin,Solution buvable,100 mg,Non,Avec ordonnance,9.59,fr
MED04722,Insulin glargine,Pommade,20 mg,Oui,Avec ordonnance,24.99,fr
MED03865,Gliclazide,Comprimé,300 mg,Oui,Sans ordonnance,74.35,fr
MED02604,Hydrocortisone,Suspension orale,500 mg,Oui,Avec ordonnance,8.44,fr
MED01739,Insulin glargine,Crème,1 %,Non,Avec ordonnance,27.6,fr
MED01197,Cetirizine,Sirop,2 %,Non,Avec ordonnance,45.93,fr
MED00621,Ambroxol,Inhalateur,100 mg,Oui,Avec ordonnance,49.42,fr
MED01375,Folic acid,Solution buvable,850 mg,Oui,Avec ordonnance,4.89,fr
MED02880,Acetylsalicylic acid,Crème,5 mg/ml,Non,Sans ordonnance,36.31,fr
MED01190,Sertraline,Crème,40 mg,Non,Avec ordonnance,48.03,fr
MED00329,Guaifenesin,Sirop,20 mg,Non,Avec ordonnance,24.68,fr
MED00649,NPH insulin,Pommade,1000 mg,Non,Avec ordonnance,59.09,fr
MED00898,Clotrimazole,Pommade,200 mg,Non,Sans ordonnance,10.73,fr
MED03883,Furosemide,Solution buvable,850 mg,Non,Avec ordonnance,36.62,fr
MED01124,Aciclovir,Solution buvable,20 mg,Non,Sans ordonnance,53.25,fr
MED01892,Zinc,Inhalateur,100 mg,Oui,Avec ordonnance,68.18,fr
MED04644,Hydrocortisone,Injectable,850 mg,Oui,Avec ordonnance,45.4,fr
MED04792,Rosuvastatin,Inhalateur,40 mg,Oui,Avec ordonnance,34.52,fr
MED04530,Amoxicillin,Suspension orale,400 mg,Non,Avec ordonnance,13.24,fr
MED04235,Escitalopram,Crème,100 mg,Non,Avec ordonnance,26.19,fr
MED01594,Zinc,Crème,100 mg,Non,Avec ordonnance,56.19,fr
MED03313,Vitamin D3,Inhalateur,20 mg,Oui,Avec ordonnance,77.24,fr
MED02548,Sitagliptin,Inhalateur,10 mg,Non,Avec ordonnance,72.24,fr
MED01546,Salbutamol,Crème,5 mg/ml,Non,Sans ordonnance,33.44,fr
MED04337,Bisoprolol,Crème,250 mg,Oui,Avec ordonnance,46.92,fr
MED01024,Rapid-acting insulin,Pommade,10 mg,Oui,Avec ordonnance,53.66,fr
MED01972,Aciclovir,Injectable,200 mg,Oui,Avec ordonnance,30.01,fr
MED04989,Bromhexine,Crème,2 %,Non,Avec ordonnance,19.86,fr
MED01715,Amlodipine,Gélule,100 mg,Non,Avec ordonnance,5.2,fr
MED01718,Nystatin,Comprimé,2 %,Oui,Sans ordonnance,15.82,fr
MED01478,Ranitidine,Suspension orale,100 mg,Oui,Avec ordonnance,35.95,fr
MED00810,Ezetimibe,Injectable,200 mg,Non,Avec ordonnance,83.76,fr
MED02851,Sitagliptin,Injectable,1 %,Non,Avec ordonnance,13.12,fr
MED00979,Ezetimibe,Crème,300 mg,Oui,Avec ordonnance,21.3,fr
MED04688,Rapid-acting insulin,Gélule,1000 mg,Oui,Avec ordonnance,14.17,fr
MED04896,Diazepam,Solution buvable,40 mg,Non,Avec ordonnance,12.7,fr
MED01685,Montelukast,Gélule,1000 mg,Oui,Sans ordonnance,66.45,fr
MED04661,Hydrocortisone,Solution buvable,500 mg,Non,Sans ordonnance,44.04,fr
MED01515,Atorvastatin,Injectable,40 mg,Non,Sans ordonnance,5.72,fr
MED02405,Azithromycin,Suspension orale,500 mg,Non,Avec ordonnance,21.81,fr
MED02022,Atorvastatin,Sirop,100 mg,Non,Sans ordonnance,10.53,fr
MED04554,Ketoprofen,Pommade,400 mg,Oui,Avec ordonnance,22.72,fr
MED01768,Bisoprolol,Inhalateur,5 mg/ml,Non,Avec ordonnance,68.59,fr
MED00175,Acetylsalicylic acid,Sirop,5 mg,Oui,Sans ordonnance,34.97,fr
MED01555,Atorvastatin,Solution buvable,5 mg/ml,Oui,Avec ordonnance,6.47,fr
MED04216,Amlodipine,Solution buvable,100 µg/dose,Non,Avec ordonnance,44.49,fr
MED01483,Loratadine,Solution buvable,300 mg,Oui,Sans ordonnance,9.06,fr
MED04462,Ciprofloxacin,Sirop,10 mg,Oui,Avec ordonnance,13.57,fr
MED00218,Escitalopram,Inhalateur,100 mg,Oui,Avec ordonnance,87.11,fr
MED03915,Paracetamol,Suspension orale,10 mg,Non,Sans ordonnance,8.6,fr
MED03721,Iron (ferrous),Gélule,10 mg,Non,Avec ordonnance,20.36,fr
MED00691,Sitagliptin,Sirop,200 mg,Non,Avec ordonnance,50.1,fr
MED02578,Salbutamol,Crème,100 µg/dose,Non,Avec ordonnance,26.18,fr
MED02234,Ramipril,Crème,5 mg/ml,Oui,Avec ordonnance,16.88,fr
MED02239,Ezetimibe,Pommade,20 mg,Oui,Avec ordonnance,48.23,fr
MED01107,Propranolol,Injectable,300 mg,Oui,Avec ordonnance,83.82,fr
MED01790,Pantoprazole,Crème,250 mg,Oui,Avec ordonnance,41.78,fr
MED03189,Rosuvastatin,Gélule,10 mg,Oui,Avec ordonnance,13.61,fr
MED02437,Sitagliptin,Inhalateur,100 µg/dose,Oui,Avec ordonnance,22.16,fr
MED00612,Ambroxol,Pommade,5 mg,Non,Sans ordonnance,33.98,fr
MED03661,Folic acid,Injectable,5 mg/ml,Oui,Avec ordonnance,47.54,fr
MED03712,Prednisone,Solution buvable,500 mg,Oui,Avec ordonnance,30.14,fr
MED00577,Rosuvastatin,Gélule,500 mg,Non,Avec ordonnance,55.83,fr
MED02064,Loratadine,Inhalateur,5 mg/ml,Oui,Sans ordonnance,76.3,fr
MED04436,Sitagliptin,Suspension orale,400 mg,Non,Avec ordonnance,38.47,fr
MED01181,NPH insulin,Sirop,2 %,Non,Avec ordonnance,41.3,fr
MED00889,Bromhexine,Suspension orale,40 mg,Non,Avec ordonnance,42.31,fr
MED03129,Clindamycin,Comprimé,200 mg,Oui,Avec ordonnance,32.9,fr
MED01733,Bisoprolol,Solution buvable,850 mg,Oui,Avec ordonnance,10.92,fr
MED02664,Escitalopram,Inhalateur,500 mg,Non,Avec ordonnance,85.71,fr
MED00818,Diazepam,Sirop,250 mg,Oui,Avec ordonnance,19.59,fr
MED03278,Nystatin,Inhalateur,300 mg,Oui,Sans ordonnance,20.74,fr
MED01860,Amoxicillin,Crème,100 mg,Oui,Avec ordonnance,59.53,fr
MED00209,Acetylsalicylic acid,Crème,5 mg/ml,Non,Sans ordonnance,34.19,fr
MED00294,Bromhexine,Solution buvable,20 mg,Non,Avec ordonnance,26.86,fr
MED01120,Insulin glargine,Solution buvable,10 mg,Oui,Avec ordonnance,26.4,fr
MED02214,Hydrocortisone,Inhalateur,2 %,Oui,Sans ordonnance,72.17,fr
MED01610,Ranitidine,Sirop,1 %,Non,Sans ordonnance,60.74,fr
MED01265,Vitamin D3,Solution buvable,850 mg,Oui,Sans ordonnance,6.56,fr
MED00991,Azithromycin,Gélule,400 mg,Oui,Avec ordonnance,49.96,fr
MED04198,NPH insulin,Gélule,200 mg,Non,Avec ordonnance,65.4,fr
MED01617,Paracetamol,Suspension orale,5 mg,Non,Avec ordonnance,15.08,fr
MED00354,Rapid-acting insulin,Solution buvable,1000 mg,Non,Avec ordonnance,10.44,fr
MED04558,Aciclovir,Crème,850 mg,Oui,Avec ordonnance,12.02,fr
MED02023,Diclofenac,Suspension orale,500 mg,Non,Avec ordonnance,11.73,fr
MED03691,Pantoprazole,Solution buvable,300 mg,Oui,Avec ordonnance,53.03,fr
MED02556,Salbutamol,Comprimé,2 %,Oui,Avec ordonnance,68.19,fr
MED03049,Magnesium,Sirop,1000 mg,Non,Sans ordonnance,1.71,fr
MED01229,Azithromycin,Crème,250 mg,Oui,Avec ordonnance,58.58,fr
MED00260,Ciprofloxacin,Pommade,250 mg,Non,Avec ordonnance,9.07,fr
MED01520,Azithromycin,Comprimé,100 µg/dose,Non,Avec ordonnance,41.67,fr
MED01778,Guaifenesin,Gélule,1 %,Oui,Avec ordonnance,36.86,fr
MED04740,Spironolactone,Injectable,20 mg,Non,Avec ordonnance,34.62,fr
MED01771,Ezetimibe,Injectable,5 mg/ml,Non,Avec ordonnance,88.89,fr
MED04354,Folic acid,Comprimé,1 %,Non,Sans ordonnance,71.25,fr
MED00053,Rapid-acting insulin,Comprimé,400 mg,Oui,Avec ordonnance,6.14,fr
MED03474,Clotrimazole,Suspension orale,20 mg,Non,Avec ordonnance,15.0,fr
MED04684,Iron (ferrous),Inhalateur,5 mg,Oui,Avec ordonnance,77.73,fr
MED04412,Rapid-acting insulin,Crème,5 mg/ml,Oui,Avec ordonnance,60.63,fr
MED02410,Pantoprazole,Crème,10 mg,Non,Avec ordonnance,51.12,fr
MED02788,Aciclovir,Gélule,1 %,Non,Avec ordonnance,27.46,fr
MED02345,Amlodipine,Sirop,10 mg,Oui,Avec ordonnance,12.91,fr
MED01034,Guaifenesin,Crème,40 mg,Oui,Sans ordonnance,48.49,fr
MED01098,Prednisone,Pommade,5 mg,Non,Avec ordonnance,59.02,fr
MED00544,Rapid-acting insulin,Crème,100 mg,Oui,Avec ordonnance,59.01,fr
MED01047,Ibuprofen,Suspension orale,400 mg,Non,Sans ordonnance,47.83,fr
MED01895,Atorvastatin,Comprimé,1 %,Non,Avec ordonnance,69.45,fr
MED04377,Furosemide,Suspension orale,850 mg,Non,Avec ordonnance,48.56,fr
MED00031,Zinc,Injectable,1 %,Non,Avec ordonnance,13.13,fr
MED00726,Prednisone,Pommade,5 mg/ml,Oui,Avec ordonnance,3.75,fr
MED04962,Amlodipine,Gélule,850 mg,Oui,Avec ordonnance,15.75,fr
MED04719,Amlodipine,Inhalateur,250 mg,Oui,Avec ordonnance,5.69,fr
MED03904,Cetirizine,Gélule,250 mg,Oui,Sans ordonnance,69.56,fr
MED01427,Omeprazole,Crème,100 µg/dose,Non,Avec ordonnance,36.19,fr
MED02498,Ezetimibe,Solution buvable,2 %,Oui,Avec ordonnance,23.59,fr
MED00437,Clotrimazole,Injectable,250 mg,Oui,Avec ordonnance,52.87,fr
MED02471,Ambroxol,Inhalateur,200 mg,Non,Avec ordonnance,71.11,fr
MED00913,Rapid-acting insulin,Solution buvable,40 mg,Oui,Avec ordonnance,41.02,fr
MED04223,Naproxen,Injectable,500 mg,Non,Avec ordonnance,24.16,fr
MED04353,Spironolactone,Pommade,100 µg/dose,Non,Avec ordonnance,50.29,fr
MED04513,Amlodipine,Suspension orale,100 mg,Oui,Avec ordonnance,28.15,fr
MED04444,Clotrimazole,Sirop,40 mg,Oui,Sans ordonnance,54.05,fr
MED02288,Ciprofloxacin,Gélule,100 mg,Non,Avec ordonnance,54.09,fr
MED04598,Loratadine,Sirop,5 mg/ml,Non,Avec ordonnance,63.28,fr
MED01239,Omeprazole,Gélule,1 %,Non,Avec ordonnance,62.08,fr
MED00904,Doxycycline,Suspension orale,100 mg,Oui,Avec ordonnance,55.3,fr
MED03621,Escitalopram,Crème,1000 mg,Oui,Avec ordonnance,54.13,fr
MED03232,Diclofenac,Crème,1000 mg,Oui,Avec ordonnance,51.2,fr
MED02860,Bisoprolol,Inhalateur,1000 mg,Oui,Avec ordonnance,27.82,fr
MED00508,Aciclovir,Sirop,100 mg,Oui,Sans ordonnance,45.15,fr
MED03222,Sitagliptin,Solution buvable,850 mg,Oui,Avec ordonnance,15.66,fr
MED00184,Amlodipine,Suspension orale,2 %,Non,Avec ordonnance,3.47,fr
MED01565,NPH insulin,Suspension orale,5 mg,Non,Avec ordonnance,8.61,fr
MED02705,Zinc,Crème,20 mg,Oui,Sans ordonnance,54.26,fr
MED00322,Montelukast,Inhalateur,10 mg,Non,Sans ordonnance,48.9,fr
MED03564,Clotrimazole,Crème,10 mg,Oui,Avec ordonnance,34.08,fr
MED01539,Sitagliptin,Solution buvable,500 mg,Oui,Avec ordonnance,63.41,fr
MED01838,Sitagliptin,Solution buvable,5 mg/ml,Non,Avec ordonnance,12.77,fr
MED02381,Spironolactone,Comprimé,250 mg,Oui,Avec ordonnance,76.68,fr
MED01913,Folic acid,Pommade,200 mg,Non,Avec ordonnance,33.02,fr
MED01841,Sertraline,Solution buvable,100 µg/dose,Non,Avec ordonnance,49.86,fr
MED02116,Hydrocortisone,Gélule,5 mg/ml,Non,Sans ordonnance,67.19,fr
MED04438,Ketoprofen,Comprimé,100 µg/dose,Non,Sans ordonnance,74.56,fr
MED01147,Vitamin D3,Comprimé,1000 mg,Oui,Sans ordonnance,28.21,fr
MED02487,Ranitidine,Gélule,850 mg,Oui,Sans ordonnance,2.23,fr
MED00045,Magnesium,Pommade,10 mg,Oui,Sans ordonnance,5.21,fr
MED02155,Ciprofloxacin,Gélule,100 mg,Non,Avec ordonnance,13.09,fr
MED01527,Rapid-acting insulin,Solution buvable,500 mg,Non,Avec ordonnance,25.25,fr
MED04856,Rosuvastatin,Injectable,1 %,Non,Avec ordonnance,77.38,fr
MED01379,Salbutamol,Injectable,500 mg,Non,Sans ordonnance,36.02,fr
MED01766,Clotrimazole,Pommade,400 mg,Oui,Avec ordonnance,30.93,fr
MED03013,Clotrimazole,Solution buvable,100 mg,Oui,Avec ordonnance,25.04,fr
MED00414,Bisoprolol,Injectable,500 mg,Non,Avec ordonnance,63.08,fr
MED04285,Sertraline,Crème,1000 mg,Non,Avec ordonnance,34.89,fr
MED01408,Rosuvastatin,Crème,1 %,Non,Avec ordonnance,31.02,fr
MED01659,Iron (ferrous),Suspension orale,500 mg,Non,Sans ordonnance,19.76,fr
MED00802,Magnesium,Inhalateur,5 mg,Oui,Sans ordonnance,82.75,fr
MED01289,Clindamycin,Gélule,20 mg,Oui,Avec ordonnance,48.23,fr
MED02183,Fluoxetine,Gélule,500 mg,Oui,Avec ordonnance,75.97,fr
MED02589,Folic acid,Injectable,100 mg,Oui,Sans ordonnance,62.66,fr
MED02616,Ambroxol,Inhalateur,850 mg,Oui,Avec ordonnance,2.67,fr
MED02319,Zinc,Inhalateur,250 mg,Non,Sans ordonnance,16.32,fr
MED00257,Iron (ferrous),Sirop,500 mg,Oui,Avec ordonnance,13.91,fr
MED04542,Aciclovir,Crème,500 mg,Oui,Sans ordonnance,5.61,fr
MED01730,Loratadine,Suspension orale,5 mg/ml,Non,Sans ordonnance,11.86,fr
MED04405,Atorvastatin,Inhalateur,300 mg,Oui,Sans ordonnance,8.78,fr
MED01072,Furosemide,Sirop,10 mg,Non,Avec ordonnance,43.62,fr
MED02291,Rapid-acting insulin,Inhalateur,300 mg,Non,Avec ordonnance,48.69,fr
MED01673,Ranitidine,Gélule,1 %,Non,Avec ordonnance,73.65,fr
MED04084,Ibuprofen,Inhalateur,100 µg/dose,Non,Sans ordonnance,16.03,fr
MED04251,Sertraline,Injectable,400 mg,Oui,Avec ordonnance,93.51,fr
MED04114,Escitalopram,Sirop,850 mg,Oui,Avec ordonnance,12.55,fr
MED04409,Folic acid,Pommade,40 mg,Oui,Avec ordonnance,34.12,fr
MED03367,NPH insulin,Sirop,5 mg/ml,Non,Avec ordonnance,51.19,fr
MED01489,Amlodipine,Suspension orale,300 mg,Non,Avec ordonnance,53.4,fr
MED01903,Propranolol,Sirop,300 mg,Oui,Avec ordonnance,17.58,fr
MED01704,NPH insulin,Solution buvable,400 mg,Non,Avec ordonnance,28.08,fr
MED00122,Sitagliptin,Suspension orale,300 mg,Non,Avec ordonnance,56.71,fr
MED01845,Aciclovir,Injectable,200 mg,Non,Avec ordonnance,77.53,fr
MED02370,Rapid-acting insulin,Injectable,5 mg/ml,Oui,Avec ordonnance,89.43,fr
MED03729,Naproxen,Gélule,100 mg,Oui,Sans ordonnance,61.15,fr
MED00911,Losartan,Inhalateur,300 mg,Oui,Avec ordonnance,66.67,fr
MED00125,Doxycycline,Pommade,400 mg,Non,Avec ordonnance,49.04,fr
MED02573,Escitalopram,Crème,20 mg,Oui,Avec ordonnance,40.86,fr
MED01587,Furosemide,Pommade,2 %,Oui,Avec ordonnance,63.74,fr
MED01258,Amoxicillin,Gélule,5 mg/ml,Oui,Avec ordonnance,17.05,fr
MED03442,Aciclovir,Sirop,5 mg/ml,Non,Sans ordonnance,30.78,fr
MED03481,Rapid-acting insulin,Crème,300 mg,Non,Avec ordonnance,47.23,fr
MED04109,Fluoxetine,Gélule,500 mg,Oui,Avec ordonnance,63.25,fr
MED01179,Ciprofloxacin,Injectable,300 mg,Oui,Avec ordonnance,61.78,fr
MED03464,Aciclovir,Gélule,5 mg/ml,Oui,Sans ordonnance,36.79,fr
MED03470,Escitalopram,Suspension orale,10 mg,Non,Avec ordonnance,27.57,fr
MED03468,Ambroxol,Comprimé,200 mg,Oui,Sans ordonnance,53.33,fr
MED02104,Naproxen,Comprimé,500 mg,Oui,Sans ordonnance,59.49,fr
MED00443,Rapid-acting insulin,Comprimé,20 mg,Oui,Avec ordonnance,33.21,fr
MED02228,NPH insulin,Sirop,5 mg,Oui,Avec ordonnance,20.44,fr
MED04417,Bromhexine,Pommade,200 mg,Oui,Sans ordonnance,28.37,fr
MED00926,Amlodipine,Suspension orale,100 mg,Oui,Avec ordonnance,29.71,fr
MED04021,Rapid-acting insulin,Suspension orale,5 mg/ml,Oui,Avec ordonnance,49.31,fr
MED02146,Loratadine,Suspension orale,20 mg,Non,Sans ordonnance,35.96,fr
MED04771,NPH insulin,Crème,2 %,Non,Avec ordonnance,20.25,fr
MED01412,Metformin,Sirop,250 mg,Non,Avec ordonnance,41.45,fr
MED03467,Ambroxol,Injectable,1 %,Oui,Avec ordonnance,10.83,fr
MED02073,Doxycycline,Gélule,300 mg,Oui,Avec ordonnance,78.29,fr
MED01510,Insulin glargine,Crème,10 mg,Oui,Avec ordonnance,18.89,fr
MED01228,Rosuvastatin,Comprimé,40 mg,Non,Avec ordonnance,55.83,fr
MED04073,Folic acid,Gélule,300 mg,Non,Sans ordonnance,47.12,fr
MED02586,Ranitidine,Gélule,250 mg,Non,Avec ordonnance,57.68,fr
MED04451,Ciprofloxacin,Gélule,200 mg,Oui,Avec ordonnance,42.26,fr
MED02952,Iron (ferrous),Crème,5 mg,Oui,Sans ordonnance,5.49,fr
MED03886,Naproxen,Comprimé,1000 mg,Oui,Sans ordonnance,16.39,fr
MED00325,Spironolactone,Sirop,400 mg,Non,Avec ordonnance,26.99,fr
MED03978,Fluoxetine,Solution buvable,1000 mg,Non,Avec ordonnance,56.46,fr
MED03577,Sertraline,Injectable,100 µg/dose,Non,Avec ordonnance,48.28,fr
MED02212,Amoxicillin,Injectable,100 µg/dose,Non,Avec ordonnance,55.74,fr
MED03299,Ciprofloxacin,Gélule,200 mg,Oui,Avec ordonnance,62.35,fr
MED03036,Propranolol,Injectable,400 mg,Non,Avec ordonnance,55.25,fr
MED01499,Folic acid,Comprimé,5 mg/ml,Oui,Avec ordonnance,3.29,fr
MED01503,Amlodipine,Suspension orale,20 mg,Non,Avec ordonnance,11.5,fr
MED01007,Ranitidine,Gélule,100 mg,Non,Sans ordonnance,54.57,fr
MED04180,Naproxen,Sirop,100 µg/dose,Oui,Sans ordonnance,38.9,fr
MED03014,Magnesium,Sirop,100 mg,Non,Avec ordonnance,4.72,fr
MED03517,Bisoprolol,Inhalateur,1 %,Oui,Avec ordonnance,12.83,fr
MED01468,Ranitidine,Sirop,400 mg,Non,Avec ordonnance,26.93,fr
MED01226,Omeprazole,Gélule,2 %,Non,Avec ordonnance,47.69,fr
MED03168,Naproxen,Injectable,5 mg/ml,Oui,Avec ordonnance,30.95,fr
MED02268,Hydrocortisone,Gélule,100 mg,Non,Avec ordonnance,14.68,fr
MED03809,Zinc,Suspension orale,200 mg,Oui,Sans ordonnance,37.02,fr
MED01217,Furosemide,Comprimé,200 mg,Oui,Avec ordonnance,77.17,fr
MED03977,Zinc,Gélule,40 mg,Non,Sans ordonnance,29.68,fr
MED04585,Diazepam,Inhalateur,40 mg,Oui,Avec ordonnance,52.83,fr
MED00421,Amlodipine,Solution buvable,1000 mg,Oui,Avec ordonnance,33.13,fr
MED03423,Folic acid,Gélule,100 mg,Oui,Avec ordonnance,13.45,fr
MED00007,Paracetamol,Crème,10 mg,Oui,Sans ordonnance,20.58,fr
MED00933,Paracetamol,Suspension orale,250 mg,Non,Avec ordonnance,16.5,fr
MED01692,Ibuprofen,Inhalateur,400 mg,Non,Avec ordonnance,38.98,fr
MED00440,Sertraline,Pommade,1000 mg,Non,Avec ordonnance,2.08,fr
MED01314,Escitalopram,Pommade,2 %,Non,Avec ordonnance,21.24,fr
MED00679,Doxycycline,Pommade,850 mg,Non,Avec ordonnance,62.85,fr
MED01944,Diclofenac,Gélule,300 mg,Oui,Avec ordonnance,25.4,fr
MED04611,Nystatin,Sirop,1000 mg,Non,Sans ordonnance,62.14,fr
MED03304,Sitagliptin,Gélule,1 %,Oui,Avec ordonnance,55.97,fr
MED02269,Ezetimibe,Comprimé,200 mg,Non,Avec ordonnance,17.99,fr
MED04634,Azithromycin,Pommade,5 mg/ml,Non,Avec ordonnance,31.08,fr
MED04081,Bromhexine,Sirop,400 mg,Non,Avec ordonnance,56.23,fr
MED02519,Rosuvastatin,Injectable,10 mg,Non,Avec ordonnance,69.9,fr
MED02440,Amoxicillin,Inhalateur,200 mg,Oui,Avec ordonnance,32.09,fr
MED04038,Ambroxol,Inhalateur,300 mg,Non,Sans ordonnance,21.58,fr
MED01894,Magnesium,Sirop,1000 mg,Non,Avec ordonnance,48.04,fr
MED04245,Insulin glargine,Injectable,250 mg,Oui,Avec ordonnance,8.47,fr
MED04830,Diazepam,Inhalateur,100 mg,Oui,Avec ordonnance,46.72,fr
MED02641,Magnesium,Suspension orale,850 mg,Non,Sans ordonnance,9.47,fr
MED00195,Insulin glargine,Injectable,300 mg,Non,Avec ordonnance,55.67,fr
MED01475,Losartan,Sirop,20 mg,Oui,Avec ordonnance,10.11,fr
MED04617,Prednisone,Pommade,1 %,Oui,Avec ordonnance,54.78,fr
MED01212,Gliclazide,Inhalateur,100 µg/dose,Non,Sans ordonnance,48.11,fr
MED02439,Guaifenesin,Pommade,850 mg,Non,Sans ordonnance,45.12,fr
